hit_id,query_id,biosample_id,closest_ref,distance,SRM_present
OYKH01.90.1_2/39-412,OYKH01,SAMN06165444,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
OYKH01.90.1_1/11-266,OYKH01,SAMN06165444,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
OYKH01.3199.1_1/23-192,OYKH01,SAMN06165444,"['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",NA,True
OYKH01.1193.1_1/1-93,OYKH01,SAMN06165444,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA,True
OYKH01.1882.1_2/1-127,OYKH01,SAMN06165444,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA,True
OYKH01.1882.1_1/6-125,OYKH01,SAMN06165444,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA,True
ULQH01.22774.1_1/1-246,ULQH01,SAMEA4835653,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,True
UMCV01.52177.1_1/1-141,UMCV01,SAMEA4835976,"['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2']",NA,True
CABRAA01.133.1_7/53-398,CABRAA01,SAMEA5850570,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.3798219842397783,True
CABRAA01.133.1_8/5-240,CABRAA01,SAMEA5850570,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.1423077964857784,True
UPLS01.22663.1_4/63-190,UPLS01,SAMEA2737864,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
OXJK01.30384.1_1/2-184,OXJK01,SAMN05826969,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,True
UPQN01.3.1_186/62-435,UPQN01,SAMEA2737804,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.37436800000000003,True
UPQN01.3.1_187/11-266,UPQN01,SAMEA2737804,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.506418,True
UPQN01.66372.1_1/8-172,UPQN01,SAMEA2737804,['Bilophila_sp._4_1_30__BilSpec3'],0.013137864593705365,True
USWG01.18375.1_1/2-243,USWG01,SAMN06111996,['Bilophila_sp._4_1_30__BilSpec3'],0.020846864593705366,True
USWG01.37789.1_1/64-205,USWG01,SAMN06111996,"['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,True
UZHZ01.1361.1_5/64-437,UZHZ01,SAMN00791913,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
UZHZ01.1361.1_6/11-266,UZHZ01,SAMN00791913,['Bilophila_sp._4_1_30__BilSpec3'],0.001666864593705366,True
WGVM01.188.1_1/63-417,WGVM01,SAMN12905038,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.024679,True
OZKV01.8779.1_1/64-430,OZKV01,SAMN06165244,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.051248,True
OZZL01.7074.1_1/28-293,OZZL01,SAMN06165153,['QUERY___Moorella_thermoacetica_2_dsrA'],4.430594,True
CAJLMI01.293.1_1/1-341,CAJLMI01,SAMEA7847400,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1630609842397786,True
CAJLMI01.293.1_2/7-240,CAJLMI01,SAMEA7847400,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.9413307964857784,True
OYGB01.157.1_1/92-465,OYGB01,SAMN06165590,['uncultured_bacterium__EF645667'],0.0856336056413982,True
OYGB01.116.1_5/55-399,OYGB01,SAMN06165590,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.3729179842397783,True
OYGB01.157.1_2/11-266,OYGB01,SAMN06165590,['uncultured_bacterium__EF645667'],0.1434117223111753,True
OYGB01.116.1_4/5-240,OYGB01,SAMN06165590,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.3020597964857785,True
OYGB01.5309.1_2/1-128,OYGB01,SAMN06165590,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,True
OQPZ01.68446.1_1/2-197,OQPZ01,SAMN02712189,['Bilophila_sp._4_1_30__BilSpec3'],0.04664986459370537,True
OWBQ01.8.1_53/62-435,OWBQ01,SAMEA3708561,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.372045,True
OWBQ01.8.1_52/11-266,OWBQ01,SAMEA3708561,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.506418,True
OPWH01.12327.1_1/62-157,OPWH01,SAMEA2043049,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.031129,True
OWQQ01.8304.1_2/63-436,OWQQ01,SAMEA4378285,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.05580605456638922,True
OWQQ01.8304.1_3/11-266,OWQQ01,SAMEA4378285,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.018487,True
OYKR01.283.1_2/97-470,OYKR01,SAMN06165504,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
OYKR01.283.1_1/11-266,OYKR01,SAMN06165504,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
ORRD01.1201.1_14/52-400,ORRD01,SAMEA2338677,['Gordonibacter_pamelaeae__GrdPame5'],0.9117293767151715,True
UZNL01.14334.1_1/62-250,UZNL01,SAMN00715143,['Candidatus_Desulfovibrio_trichonymphae'],0.33802605522288837,True
ULSH01.35401.1_1/2-238,ULSH01,SAMEA4835702,['QUERY___Ley3_66761_scaffold_1830_dsrB'],NA,True
UYDM01.8511.1_2/63-436,UYDM01,SAMEA2151439,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.07082905456638922,True
UYDM01.8511.1_3/11-266,UYDM01,SAMEA2151439,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.05775,True
OQQY01.70848.1_1/1-202,OQQY01,SAMN02711295,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,True
OQQY01.63187.1_2/11-158,OQQY01,SAMN02711295,['Bilophila_sp._4_1_30__BilSpec3'],0.03210586459370537,True
OQQY01.71910.1_1/1-113,OQQY01,SAMN02711295,"['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,True
OVYG01.1315.1_12/64-437,OVYG01,SAMEA3708462,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
OVYG01.1315.1_13/11-266,OVYG01,SAMEA3708462,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
UXRB01.19263.1_2/11-266,UXRB01,SAMEA2155512,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.07246705456638922,True
UXRB01.19263.1_3/1-286,UXRB01,SAMEA2155512,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
UXRB01.66584.1_2/63-175,UXRB01,SAMEA2155512,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
OZZQ01.3100.1_3/27-294,OZZQ01,SAMN06165154,['QUERY___Moorella_thermoacetica_2_dsrA'],4.406426,True
OZZQ01.2726.1_4/28-293,OZZQ01,SAMN06165154,['QUERY___Moorella_thermoacetica_2_dsrA'],4.430594,True
UPMR01.3615.1_10/63-436,UPMR01,SAMEA2737866,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.07697205456638923,True
UPMR01.3615.1_4/63-436,UPMR01,SAMEA2737866,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.07697205456638923,True
UPMR01.3615.1_3/11-266,UPMR01,SAMEA2737866,['QUERY___Ley3_66761_scaffold_1025_dsrA'],2e-06,True
UPMR01.3615.1_9/11-266,UPMR01,SAMEA2737866,['QUERY___Ley3_66761_scaffold_1025_dsrA'],2e-06,True
UPMR01.66066.1_2/2-136,UPMR01,SAMEA2737866,['Bilophila_sp._4_1_30__BilSpec3'],0.015748864593705367,True
UPMR01.66066.1_1/11-108,UPMR01,SAMEA2737866,"['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,True
OWSK01.6388.1_2/63-436,OWSK01,SAMEA4378329,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.006121,True
OWSK01.6388.1_1/11-264,OWSK01,SAMEA4378329,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.009234,True
OWSK01.6388.1_6/1-82,OWSK01,SAMEA4378329,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,True
CAABUQ01.5070.1_1/1-247,CAABUQ01,SAMN00691554,['Desulfovibrio_desulfuricans__DslDes17'],NA,True
CAABUQ01.18604.1_1/2-161,CAABUQ01,SAMN00691554,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],0.03100782904854983,True
OWEA01.6517.1_3/63-436,OWEA01,SAMEA3708617,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.018478,True
OWEA01.6517.1_2/11-266,OWEA01,SAMEA3708617,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.08469399999999999,True
UZIE01.3608.1_5/64-437,UZIE01,SAMN00791944,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
UZIE01.3608.1_6/11-266,UZIE01,SAMN00791944,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
ORVI01.27023.1_1/64-438,ORVI01,SAMEA2338833,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.088549,True
ORVI01.27023.1_2/11-108,ORVI01,SAMEA2338833,['Bilophila_sp._4_1_30__BilSpec3'],0.024117864593705365,True
ULXL01.46695.1_1/1-339,ULXL01,SAMEA4835837,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],0.01934482904854983,True
ULXL01.61062.1_1/1-115,ULXL01,SAMEA4835837,"['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,True
ULXL01.46695.1_2/11-123,ULXL01,SAMEA4835837,"['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,True
ULXL01.82817.1_2/27-294,ULXL01,SAMEA4835837,['QUERY___Moorella_thermoacetica_2_dsrA'],4.406426,True
OWGR01.71931.1_2/11-87,OWGR01,SAMEA3708494,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,True
OYRO01.1954.1_1/43-233,OYRO01,SAMN06165543,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA,True
ULRD01.28831.1_1/1-232,ULRD01,SAMEA4835675,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
ULRD01.52017.1_1/11-152,ULRD01,SAMEA4835675,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
ULRD01.35842.1_2/63-146,ULRD01,SAMEA4835675,"['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,True
UEYE01.11137.1_2/64-437,UEYE01,SAMN06115512,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.37162300000000004,True
UEYE01.31469.1_1/1-298,UEYE01,SAMN06115512,['Bilophila_sp._4_1_30__BilSpec3'],0.009173864593705366,True
UEYE01.14975.1_1/1-230,UEYE01,SAMN06115512,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.097919,True
UEYE01.11137.1_1/11-212,UEYE01,SAMN06115512,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.6021880000000001,True
UMHE01.11170.1_4/55-428,UMHE01,SAMEA4836090,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.372045,True
UMHE01.11170.1_3/11-266,UMHE01,SAMEA4836090,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.506418,True
OQXB01.18.1_117/53-401,OQXB01,SAMN04161035,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.2961569842397784,True
OQXB01.18.1_116/4-240,OQXB01,SAMN04161035,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.2805157964857785,True
ORCJ01.30263.1_1/1-206,ORCJ01,SAMN06115435,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.3703770830115295,True
ORWY01.1258.1_16/64-437,ORWY01,SAMEA2338866,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
ORWY01.1258.1_15/11-266,ORWY01,SAMEA2338866,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
ORWY01.341.1_49/11-266,ORWY01,SAMEA2338866,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.094403,True
ORWY01.95422.1_1/1-223,ORWY01,SAMEA2338866,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
ORWY01.114984.1_1/1-122,ORWY01,SAMEA2338866,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
ORWY01.1188.1_20/63-146,ORWY01,SAMEA2338866,"['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,True
ORWY01.113268.1_2/1-119,ORWY01,SAMEA2338866,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.0202449842397785,True
ORWY01.341.1_50/1-101,ORWY01,SAMEA2338866,"['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2']",NA,True
OWSN01.3025.1_6/11-266,OWSN01,SAMEA4378267,['Bilophila_wadsworthia__BilWads6'],0.00917043512333119,True
OWSN01.4779.1_1/64-165,OWSN01,SAMEA4378267,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,True
OZPB01.8102.1_2/2-283,OZPB01,SAMN06164804,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
OZPB01.8102.1_1/11-266,OZPB01,SAMN06164804,['QUERY___Ley3_66761_scaffold_1830_dsrB'],0.077381,True
UZPQ01.2536.1_3/64-437,UZPQ01,SAMN00791950,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
UZPQ01.2536.1_4/11-266,UZPQ01,SAMN00791950,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
UMHG01.13160.1_5/64-437,UMHG01,SAMEA4836092,['Bilophila_wadsworthia__BilWads6'],1.43512333119087e-06,True
UMHG01.13160.1_6/11-178,UMHG01,SAMEA4836092,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,True
UPPQ01.16932.1_2/1-246,UPPQ01,SAMEA2737763,['QUERY___Ley3_66761_scaffold_1025_dsrA'],NA,True
UPPQ01.49344.1_1/11-149,UPPQ01,SAMEA2737763,"['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,True
UZHX01.6273.1_1/64-252,UZHX01,SAMN00791942,"['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UZHX01.36896.1_2/11-126,UZHX01,SAMN00791942,"['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,True
UYDJ01.9802.1_3/63-436,UYDJ01,SAMEA2144396,['QUERY___Ley3_66761_scaffold_1025_dsrA'],0.01865,True
UYDJ01.9802.1_4/11-266,UYDJ01,SAMEA2144396,['QUERY___Ley3_66761_scaffold_1025_dsrA'],2e-06,True
OQHC01.18290.1_4/11-121,OQHC01,SAMD00036207,"['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,True
OQHC01.18290.1_1/17-124,OQHC01,SAMD00036207,['Bilophila_sp._4_1_30__BilSpec3'],0.040983864593705364,True
OQHC01.18290.1_3/1-96,OQHC01,SAMD00036207,"['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,True
