UPMZ01.5950.1_6/3-237,UPMZ01.5950.1_6,352,437.8,9.4e-130,0.6,235,397.3,1.1e-120,1.7e-117,1.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMZ01_dsrAB_bact.domtblout
UPMZ01.79208.1_1/11-136,UPMZ01.79208.1_1,136,194.1,5.4e-56,0.0,126,194.1,3.6e-59,5.7e-56,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMZ01_dsrAB_bact.domtblout
UPMZ01.44144.1_1/64-137,UPMZ01.44144.1_1,137,137.4,8.4e-39,0.6,74,137.1,6.3e-42,1e-38,0.6,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMZ01_dsrAB_bact.domtblout
ORSC01.82376.1_1/1-172,ORSC01.82376.1_1,178,233.2,7.3e-68,0.1,172,233.0,3.5e-71,8.6e-68,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ORSC01_dsrAB_bact.domtblout
OYMM01.161.1_3/65-438,OYMM01.161.1_3,440,642.0,4.2e-193,0.2,374,641.8,7.5e-196,4.8e-193,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYMM01_dsrAB_bact.domtblout
OYMM01.161.1_2/11-266,OYMM01.161.1_2,382,480.9,2.5e-144,1.0,256,446.1,1.3e-136,8.3e-134,1.6,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYMM01_dsrAB_bact.domtblout
OYMM01.4356.1_1/53-210,OYMM01.4356.1_1,210,306.7,1.3e-91,0.5,158,306.5,2.4e-94,1.5e-91,0.5,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYMM01_dsrAB_bact.domtblout
OYMM01.4732.1_1/11-160,OYMM01.4732.1_1,160,256.9,1.6e-76,0.1,150,256.8,2.7e-79,1.7e-76,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYMM01_dsrAB_bact.domtblout
UEYD01.35306.1_1/33-281,UEYD01.35306.1_1,281,456.8,9.5e-136,1.5,249,456.6,6.2e-139,1.1e-135,1.5,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UEYD01_dsrAB_bact.domtblout
OPSF01.12557.1_1/64-428,OPSF01.12557.1_1,428,636.5,3.6e-190,0.2,365,636.3,2.2e-193,4.2e-190,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OPSF01_dsrAB_bact.domtblout
QWCE01.3417.1_7/64-437,QWCE01.3417.1_7,439,641.9,2.9e-191,0.0,374,641.7,1.8e-194,3.3e-191,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/QWCE01_dsrAB_bact.domtblout
QWCE01.34300.1_2/44-392,QWCE01.34300.1_2,396,580.2,1.4e-172,0.0,349,580.0,8.3e-176,1.6e-172,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/QWCE01_dsrAB_bact.domtblout
QWCE01.3417.1_6/11-266,QWCE01.3417.1_6,484,489.1,5.4e-145,2.5,256,446.9,1.7e-135,3.2e-132,3.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/QWCE01_dsrAB_bact.domtblout
QWCE01.148739.1_1/3-193,QWCE01.148739.1_1,193,334.1,4.4e-98,0.0,191,334.0,2.6e-101,4.9e-98,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/QWCE01_dsrAB_bact.domtblout
QWCE01.143185.1_1/1-188,QWCE01.143185.1_1,204,284.2,5.6e-83,8.4,188,284.0,3.5e-86,6.6e-83,8.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/QWCE01_dsrAB_bact.domtblout
QWCE01.34300.1_3/4-136,QWCE01.34300.1_3,136,182.8,2.8e-52,0.0,133,182.7,1.6e-55,3.1e-52,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/QWCE01_dsrAB_bact.domtblout
OWCY01.6912.1_3/63-436,OWCY01.6912.1_3,438,642.2,8.7e-192,0.2,374,642.0,4.3e-195,9.9e-192,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OWCY01_dsrAB_bact.domtblout
OWCY01.6912.1_2/11-266,OWCY01.6912.1_2,382,479.6,1.5e-142,0.7,256,444.8,2.2e-135,5.2e-132,1.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OWCY01_dsrAB_bact.domtblout
OWCY01.44532.1_1/11-266,OWCY01.44532.1_1,273,449.6,1.8e-133,3.4,256,449.5,8.3e-137,1.9e-133,3.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OWCY01_dsrAB_bact.domtblout
ORRJ01.13417.1_2/63-436,ORRJ01.13417.1_2,438,636.7,2.6e-190,0.2,374,636.6,2e-193,2.9e-190,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ORRJ01_dsrAB_bact.domtblout
ORRJ01.22585.1_1/1-245,ORRJ01.22585.1_1,340,454.4,4.2e-135,4.7,245,429.2,1.2e-130,1.8e-127,4.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ORRJ01_dsrAB_bact.domtblout
UERO01.20183.1_1/64-437,UERO01.20183.1_1,439,641.9,9e-192,0.0,374,641.7,4.3e-195,1e-191,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UERO01_dsrAB_bact.domtblout
UERO01.11922.1_1/1-118,UERO01.11922.1_1,336,240.2,3.7e-70,9.1,118,196.8,2.2e-60,5.2e-57,10.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UERO01_dsrAB_bact.domtblout
UERO01.20183.1_2/11-91,UERO01.20183.1_2,92,116.9,8.1e-33,0.0,81,116.9,3.4e-36,8.2e-33,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UERO01_dsrAB_bact.domtblout
OPAP01.30399.1_1/1-90,OPAP01.30399.1_1,202,172.8,5.8e-50,7.6,90,135.3,5.7e-42,1.2e-38,8.7,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OPAP01_dsrAB_bact.domtblout
OURY01.49778.1_1/1-252,OURY01.49778.1_1,278,401.1,1.1e-118,0.2,252,400.9,7e-122,1.3e-118,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OURY01_dsrAB_bact.domtblout
OYXC01.9658.1_1/11-266,OYXC01.9658.1_1,278,445.8,1.3e-132,1.7,256,445.7,6.8e-136,1.4e-132,1.7,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYXC01_dsrAB_bact.domtblout
OYXC01.9658.1_2/1-228,OYXC01.9658.1_2,230,347.0,1e-102,0.1,228,346.9,5.6e-106,1.1e-102,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYXC01_dsrAB_bact.domtblout
USZA01.13236.1_3/38-305,USZA01.13236.1_3,523,489.2,3.6e-145,2.0,268,447.2,9.1e-136,1.9e-132,2.8,/scratch/users/reb26/out/dsrAB_hmmer/domtb/USZA01_dsrAB_bact.domtblout
USZA01.18536.1_1/63-204,USZA01.18536.1_1,204,265.4,2e-77,1.2,142,265.2,1.1e-80,2.3e-77,1.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/USZA01_dsrAB_bact.domtblout
USZA01.41154.1_2/6-173,USZA01.41154.1_2,293,253.8,6.7e-74,0.0,168,253.3,4.4e-77,9.3e-74,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/USZA01_dsrAB_bact.domtblout
USZA01.16685.1_1/1-148,USZA01.16685.1_1,150,214.4,5.9e-62,0.0,148,214.2,3e-65,6.5e-62,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/USZA01_dsrAB_bact.domtblout
USZA01.41154.1_1/3-156,USZA01.41154.1_1,159,203.7,9.8e-59,0.1,154,203.6,5e-62,1.1e-58,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/USZA01_dsrAB_bact.domtblout
USZA01.130730.1_2/1-109,USZA01.130730.1_2,113,134.4,9.5e-38,0.3,109,134.3,4.8e-41,1e-37,0.3,/scratch/users/reb26/out/dsrAB_hmmer/domtb/USZA01_dsrAB_bact.domtblout
UZLQ01.611.1_10/64-437,UZLQ01.611.1_10,439,641.9,3.8e-192,0.0,374,641.7,3e-195,4.3e-192,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UZLQ01_dsrAB_bact.domtblout
UZLQ01.611.1_9/1-253,UZLQ01.611.1_9,471,483.9,2.6e-144,3.6,253,441.6,1.2e-134,1.7e-131,4.5,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UZLQ01_dsrAB_bact.domtblout
UPRH01.19723.1_1/11-266,UPRH01.19723.1_1,484,489.1,2.2e-145,2.5,256,446.9,6.7e-136,1.3e-132,3.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPRH01_dsrAB_bact.domtblout
UPMW01.3186.1_8/63-436,UPMW01.3186.1_8,438,639.7,6.9e-191,0.2,374,639.5,3.8e-194,7.8e-191,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMW01_dsrAB_bact.domtblout
UPMW01.3186.1_7/11-266,UPMW01.3186.1_7,382,476.2,2.2e-141,1.0,256,440.2,8.7e-134,1.8e-130,1.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMW01_dsrAB_bact.domtblout
OYQB01.459.1_1/46-393,OYQB01.459.1_1,399,582.2,6.9e-175,0.2,348,581.9,5.9e-178,8.4e-175,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYQB01_dsrAB_bact.domtblout
OYQB01.459.1_2/7-240,OYQB01.459.1_2,358,435.1,2.3e-130,0.5,234,395.3,1.8e-121,2.6e-118,0.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYQB01_dsrAB_bact.domtblout
OYQB01.5101.1_1/1-213,OYQB01.5101.1_1,214,379.0,2.2e-113,0.2,213,378.9,1.7e-116,2.5e-113,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYQB01_dsrAB_bact.domtblout
CAAELL01.26.1_14/62-435,CAAELL01.26.1_14,437,629.3,6.2e-190,0.0,374,629.2,1.1e-192,7.1e-190,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/CAAELL01_dsrAB_bact.domtblout
CAAELL01.26.1_13/11-266,CAAELL01.26.1_13,382,470.5,7.8e-142,1.9,256,429.2,3.7e-132,2.5e-129,2.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/CAAELL01_dsrAB_bact.domtblout
UPMM01.15656.1_2/63-436,UPMM01.15656.1_2,438,641.1,2.3e-191,0.2,374,640.9,1.3e-194,2.6e-191,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMM01_dsrAB_bact.domtblout
UPMM01.15656.1_1/11-112,UPMM01.15656.1_1,113,175.3,2.3e-50,0.1,102,175.3,1.2e-53,2.4e-50,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMM01_dsrAB_bact.domtblout
ORIF01.8853.1_1/63-390,ORIF01.8853.1_1,414,591.4,5.8e-177,1.5,328,591.1,4.9e-180,7e-177,1.5,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ORIF01_dsrAB_bact.domtblout
ORIF01.8035.1_2/50-394,ORIF01.8035.1_2,396,583.8,1.2e-174,0.2,345,583.6,9.2e-178,1.3e-174,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ORIF01_dsrAB_bact.domtblout
ORIF01.7405.1_1/8-243,ORIF01.7405.1_1,361,438.8,9.3e-131,0.6,236,395.9,6.3e-121,9e-118,1.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ORIF01_dsrAB_bact.domtblout
OYKH01.90.1_2/39-412,OYKH01.90.1_2,414,642.2,2.3e-193,0.0,374,642.0,3.2e-196,2.7e-193,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYKH01_dsrAB_bact.domtblout
OYKH01.90.1_1/11-266,OYKH01.90.1_1,484,489.1,5.3e-147,2.5,256,446.9,3.8e-137,3.2e-134,3.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYKH01_dsrAB_bact.domtblout
OYKH01.3199.1_1/23-192,OYKH01.3199.1_1,192,324.6,3.3e-97,0.9,170,324.5,4.5e-100,3.7e-97,0.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYKH01_dsrAB_bact.domtblout
OYKH01.1193.1_1/1-93,OYKH01.1193.1_1,211,189.6,2.6e-56,5.4,93,147.7,1.4e-46,1.2e-43,7.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYKH01_dsrAB_bact.domtblout
OYKH01.1882.1_2/1-127,OYKH01.1882.1_2,132,174.8,7.5e-52,0.2,127,174.7,9.7e-55,8e-52,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYKH01_dsrAB_bact.domtblout
OYKH01.1882.1_1/6-125,OYKH01.1882.1_1,125,160.2,2e-47,0.0,120,160.1,2.5e-50,2.1e-47,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYKH01_dsrAB_bact.domtblout
ULQH01.22774.1_1/1-246,ULQH01.22774.1_1,248,379.9,8e-113,0.0,246,379.7,6.2e-116,8.9e-113,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ULQH01_dsrAB_bact.domtblout
UMCV01.52177.1_1/1-141,UMCV01.52177.1_1,143,204.6,1.5e-59,0.0,141,204.5,9.3e-63,1.7e-59,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UMCV01_dsrAB_bact.domtblout
CABRAA01.133.1_7/53-398,CABRAA01.133.1_7,403,583.6,4.6e-176,0.1,346,583.4,1.5e-178,5.3e-176,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/CABRAA01_dsrAB_bact.domtblout
CABRAA01.133.1_8/5-240,CABRAA01.133.1_8,363,424.3,8.1e-128,0.9,236,383.9,4e-118,1.4e-115,2.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/CABRAA01_dsrAB_bact.domtblout
UPLS01.22663.1_4/63-190,UPLS01.22663.1_4,190,240.1,7.9e-70,1.0,128,239.9,3.7e-73,9e-70,1.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPLS01_dsrAB_bact.domtblout
OXJK01.30384.1_1/2-184,OXJK01.30384.1_1,184,303.6,1e-89,0.2,183,303.5,4.7e-93,1.2e-89,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OXJK01_dsrAB_bact.domtblout
UPQN01.3.1_186/62-435,UPQN01.3.1_186,437,630.5,3.3e-188,0.0,374,630.3,1.9e-191,3.7e-188,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPQN01_dsrAB_bact.domtblout
UPQN01.3.1_187/11-266,UPQN01.3.1_187,382,470.2,1.2e-139,2.2,256,428.8,2e-130,3.8e-127,3.3,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPQN01_dsrAB_bact.domtblout
UPQN01.66372.1_1/8-172,UPQN01.66372.1_1,174,243.8,3.8e-71,0.0,165,243.7,2.1e-74,4.1e-71,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPQN01_dsrAB_bact.domtblout
USWG01.18375.1_1/2-243,USWG01.18375.1_1,415,420.6,6.8e-125,1.0,242,420.2,4.2e-128,8.8e-125,1.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/USWG01_dsrAB_bact.domtblout
USWG01.37789.1_1/64-205,USWG01.37789.1_1,205,263.9,1.9e-77,0.9,142,263.7,1.1e-80,2.2e-77,0.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/USWG01_dsrAB_bact.domtblout
UZHZ01.1361.1_5/64-437,UZHZ01.1361.1_5,439,641.9,6.3e-192,0.0,374,641.7,3.8e-195,7.2e-192,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UZHZ01_dsrAB_bact.domtblout
UZHZ01.1361.1_6/11-266,UZHZ01.1361.1_6,484,489.3,1e-145,2.4,256,447.1,3.2e-136,6.2e-133,3.3,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UZHZ01_dsrAB_bact.domtblout
WGVM01.188.1_1/63-417,WGVM01.188.1_1,417,621.2,2e-187,0.5,355,621.1,2e-190,2.3e-187,0.5,/scratch/users/reb26/out/dsrAB_hmmer/domtb/WGVM01_dsrAB_bact.domtblout
OZKV01.8779.1_1/64-430,OZKV01.8779.1_1,440,630.2,2.2e-188,0.1,367,629.9,1.2e-191,2.7e-188,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OZKV01_dsrAB_bact.domtblout
OZZL01.7074.1_1/28-293,OZZL01.7074.1_1,316,109.0,5.2e-31,2.0,266,103.2,2.9e-32,3e-29,2.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OZZL01_dsrAB_bact.domtblout
CAJLMI01.293.1_1/1-341,CAJLMI01.293.1_1,347,567.3,4.5e-171,0.1,341,567.0,9.2e-174,5.3e-171,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/CAJLMI01_dsrAB_bact.domtblout
CAJLMI01.293.1_2/7-240,CAJLMI01.293.1_2,358,435.6,3.3e-131,0.3,234,396.1,5e-122,2.9e-119,0.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/CAJLMI01_dsrAB_bact.domtblout
OYGB01.157.1_1/92-465,OYGB01.157.1_1,467,639.4,2.5e-192,0.2,374,639.2,3.5e-195,2.9e-192,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYGB01_dsrAB_bact.domtblout
OYGB01.116.1_5/55-399,OYGB01.116.1_5,405,572.5,4.5e-172,0.1,345,572.3,6.4e-175,5.3e-172,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYGB01_dsrAB_bact.domtblout
OYGB01.157.1_2/11-266,OYGB01.157.1_2,382,476.2,6.6e-143,1.0,256,440.2,6.4e-135,5.3e-132,1.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYGB01_dsrAB_bact.domtblout
OYGB01.116.1_4/5-240,OYGB01.116.1_4,363,415.6,1.4e-124,1.7,236,375.3,2.8e-115,2.3e-112,3.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYGB01_dsrAB_bact.domtblout
OYGB01.5309.1_2/1-128,OYGB01.5309.1_2,130,174.3,1.7e-51,0.0,128,174.1,2.3e-54,1.9e-51,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYGB01_dsrAB_bact.domtblout
OQPZ01.68446.1_1/2-197,OQPZ01.68446.1_1,197,376.9,1.7e-111,0.5,196,376.7,8.7e-115,1.9e-111,0.5,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OQPZ01_dsrAB_bact.domtblout
OWBQ01.8.1_53/62-435,OWBQ01.8.1_53,437,630.9,3.4e-188,0.0,374,630.7,2e-191,3.9e-188,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OWBQ01_dsrAB_bact.domtblout
OWBQ01.8.1_52/11-266,OWBQ01.8.1_52,382,470.2,1.5e-139,2.2,256,428.8,2.6e-130,5e-127,3.3,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OWBQ01_dsrAB_bact.domtblout
OPWH01.12327.1_1/62-157,OPWH01.12327.1_1,158,178.4,2.3e-51,0.3,96,178.1,1.1e-54,2.7e-51,0.3,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OPWH01_dsrAB_bact.domtblout
OWQQ01.8304.1_2/63-436,OWQQ01.8304.1_2,438,645.7,8.5e-193,0.2,374,645.5,6.1e-196,9.6e-193,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OWQQ01_dsrAB_bact.domtblout
OWQQ01.8304.1_3/11-266,OWQQ01.8304.1_3,382,482.4,2.4e-143,0.5,256,447.6,5e-136,7.8e-133,0.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OWQQ01_dsrAB_bact.domtblout
OYKR01.283.1_2/97-470,OYKR01.283.1_2,472,641.6,5.9e-193,0.0,374,641.4,5.1e-196,6.8e-193,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYKR01_dsrAB_bact.domtblout
OYKR01.283.1_1/11-266,OYKR01.283.1_1,484,489.1,8.6e-147,2.5,256,446.9,3.8e-137,5.1e-134,3.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OYKR01_dsrAB_bact.domtblout
ORRD01.1201.1_14/52-400,ORRD01.1201.1_14,404,551.9,2.3e-164,0.5,349,551.7,1.6e-167,2.6e-164,0.5,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ORRD01_dsrAB_bact.domtblout
UZNL01.14334.1_1/62-250,UZNL01.14334.1_1,251,374.8,4.7e-111,1.0,189,374.6,2.7e-114,5.4e-111,1.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UZNL01_dsrAB_bact.domtblout
ULSH01.35401.1_1/2-238,ULSH01.35401.1_1,240,355.5,5.1e-105,0.0,237,355.4,2.6e-108,5.7e-105,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/ULSH01_dsrAB_bact.domtblout
UYDM01.8511.1_2/63-436,UYDM01.8511.1_2,438,641.5,1.8e-191,0.2,374,641.3,1e-194,2e-191,0.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UYDM01_dsrAB_bact.domtblout
UYDM01.8511.1_3/11-266,UYDM01.8511.1_3,382,482.6,2.2e-143,0.6,256,448.4,2.5e-136,5e-133,1.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UYDM01_dsrAB_bact.domtblout
OQQY01.70848.1_1/1-202,OQQY01.70848.1_1,202,337.1,2.1e-99,1.6,202,337.0,1.5e-102,2.4e-99,1.6,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OQQY01_dsrAB_bact.domtblout
OQQY01.63187.1_2/11-158,OQQY01.63187.1_2,158,244.0,3.4e-71,0.0,148,243.9,2.3e-74,3.6e-71,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OQQY01_dsrAB_bact.domtblout
OQQY01.71910.1_1/1-113,OQQY01.71910.1_1,200,212.2,1.4e-61,6.7,113,184.6,2e-56,3.2e-53,7.3,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OQQY01_dsrAB_bact.domtblout
OVYG01.1315.1_12/64-437,OVYG01.1315.1_12,439,641.9,9.1e-192,0.0,374,641.7,5.9e-195,1e-191,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OVYG01_dsrAB_bact.domtblout
OVYG01.1315.1_13/11-266,OVYG01.1315.1_13,484,489.1,1.7e-145,2.5,256,446.9,5.7e-136,1e-132,3.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OVYG01_dsrAB_bact.domtblout
UXRB01.19263.1_2/11-266,UXRB01.19263.1_2,382,478.6,4.7e-142,0.9,256,444.0,6.1e-135,1.4e-131,1.4,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UXRB01_dsrAB_bact.domtblout
UXRB01.19263.1_3/1-286,UXRB01.19263.1_3,288,456.7,2.1e-135,0.3,286,456.5,1e-138,2.4e-135,0.3,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UXRB01_dsrAB_bact.domtblout
UXRB01.66584.1_2/63-175,UXRB01.66584.1_2,176,205.3,2.7e-59,0.3,113,205.1,1.3e-62,3.1e-59,0.3,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UXRB01_dsrAB_bact.domtblout
OZZQ01.3100.1_3/27-294,OZZQ01.3100.1_3,316,112.9,5.9e-32,0.9,268,108.4,1.2e-33,1.4e-30,0.9,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OZZQ01_dsrAB_bact.domtblout
OZZQ01.2726.1_4/28-293,OZZQ01.2726.1_4,316,109.0,9.1e-31,2.0,266,103.2,4.6e-32,5.3e-29,2.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/OZZQ01_dsrAB_bact.domtblout
UPMR01.3615.1_10/63-436,UPMR01.3615.1_10,438,643.5,5.2e-192,0.1,374,643.3,2.7e-195,5.9e-192,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMR01_dsrAB_bact.domtblout
UPMR01.3615.1_4/63-436,UPMR01.3615.1_4,438,643.5,5.2e-192,0.1,374,643.3,2.7e-195,5.9e-192,0.1,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMR01_dsrAB_bact.domtblout
UPMR01.3615.1_3/11-266,UPMR01.3615.1_3,382,481.3,6.4e-143,0.7,256,446.5,1e-135,2.2e-132,1.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMR01_dsrAB_bact.domtblout
UPMR01.3615.1_9/11-266,UPMR01.3615.1_9,382,481.3,6.4e-143,0.7,256,446.5,1e-135,2.2e-132,1.2,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMR01_dsrAB_bact.domtblout
UPMR01.66066.1_2/2-136,UPMR01.66066.1_2,138,196.1,1.5e-56,0.0,135,196.0,7.5e-60,1.6e-56,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMR01_dsrAB_bact.domtblout
UPMR01.66066.1_1/11-108,UPMR01.66066.1_1,109,172.6,1.8e-49,0.0,98,172.6,8.8e-53,1.9e-49,0.0,/scratch/users/reb26/out/dsrAB_hmmer/domtb/UPMR01_dsrAB_bact.domtblout
